,Month,City,Continent,Breakfast_Basket_USD
8676,2025-10,Sydney,Oceania,12.95
8677,2025-11,Sydney,Oceania,12.85
8678,2025-12,Sydney,Oceania,13.08
8679,2026-01,Sydney,Oceania,13.23
8680,2026-02,Sydney,Oceania,13.15
8681,2026-03,Sydney,Oceania,13.26
8682,2025-10,Sydney,Oceania,12.95
8683,2025-11,Sydney,Oceania,12.85
8684,2025-12,Sydney,Oceania,13.08
8685,2026-01,Sydney,Oceania,13.23
8686,2026-02,Sydney,Oceania,13.15
8687,2026-03,Sydney,Oceania,13.26
8688,2025-10,Sydney,Oceania,12.95
8689,2025-11,Sydney,Oceania,12.85
8690,2025-12,Sydney,Oceania,13.08
8691,2026-01,Sydney,Oceania,13.23
8692,2026-02,Sydney,Oceania,13.15
8693,2026-03,Sydney,Oceania,13.26
8694,2025-10,Sydney,Oceania,12.95
8695,2025-11,Sydney,Oceania,12.85
8696,2025-12,Sydney,Oceania,13.08
8697,2026-01,Sydney,Oceania,13.23
8698,2026-02,Sydney,Oceania,13.15
8699,2026-03,Sydney,Oceania,13.26
8700,2025-10,Sydney,Oceania,12.95
8701,2025-11,Sydney,Oceania,12.85
8702,2025-12,Sydney,Oceania,13.08
8703,2026-01,Sydney,Oceania,13.23
8704,2026-02,Sydney,Oceania,13.15
8705,2026-03,Sydney,Oceania,13.26
8706,2025-10,Sydney,Oceania,12.95
8707,2025-11,Sydney,Oceania,12.85
8708,2025-12,Sydney,Oceania,13.08
8709,2026-01,Sydney,Oceania,13.23
8710,2026-02,Sydney,Oceania,13.15
8711,2026-03,Sydney,Oceania,13.26
8712,2025-10,Sydney,Oceania,12.95
8713,2025-11,Sydney,Oceania,12.85
8714,2025-12,Sydney,Oceania,13.08
8715,2026-01,Sydney,Oceania,13.23
8716,2026-02,Sydney,Oceania,13.15
8717,2026-03,Sydney,Oceania,13.26
8718,2025-10,Sydney,Oceania,12.95
8719,2025-11,Sydney,Oceania,12.85
8720,2025-12,Sydney,Oceania,13.08
8721,2026-01,Sydney,Oceania,13.23
8722,2026-02,Sydney,Oceania,13.15
8723,2026-03,Sydney,Oceania,13.26
8724,2025-10,Sydney,Oceania,12.95
8725,2025-11,Sydney,Oceania,12.85
8726,2025-12,Sydney,Oceania,13.08
8727,2026-01,Sydney,Oceania,13.23
8728,2026-02,Sydney,Oceania,13.15
8729,2026-03,Sydney,Oceania,13.26
8730,2025-10,Sydney,Oceania,12.95
8731,2025-11,Sydney,Oceania,12.85
8732,2025-12,Sydney,Oceania,13.08
8733,2026-01,Sydney,Oceania,13.23
8734,2026-02,Sydney,Oceania,13.15
8735,2026-03,Sydney,Oceania,13.26
8736,2025-10,Melbourne,Oceania,11.8
8737,2025-11,Melbourne,Oceania,11.95
8738,2025-12,Melbourne,Oceania,12.24
8739,2026-01,Melbourne,Oceania,11.98
8740,2026-02,Melbourne,Oceania,12.33
8741,2026-03,Melbourne,Oceania,12.25
8742,2025-10,Melbourne,Oceania,11.8
8743,2025-11,Melbourne,Oceania,11.95
8744,2025-12,Melbourne,Oceania,12.24
8745,2026-01,Melbourne,Oceania,11.98
8746,2026-02,Melbourne,Oceania,12.33
8747,2026-03,Melbourne,Oceania,12.25
8748,2025-10,Melbourne,Oceania,11.8
8749,2025-11,Melbourne,Oceania,11.95
8750,2025-12,Melbourne,Oceania,12.24
8751,2026-01,Melbourne,Oceania,11.98
8752,2026-02,Melbourne,Oceania,12.33
8753,2026-03,Melbourne,Oceania,12.25
8754,2025-10,Melbourne,Oceania,11.8
8755,2025-11,Melbourne,Oceania,11.95
8756,2025-12,Melbourne,Oceania,12.24
8757,2026-01,Melbourne,Oceania,11.98
8758,2026-02,Melbourne,Oceania,12.33
8759,2026-03,Melbourne,Oceania,12.25
8760,2025-10,Melbourne,Oceania,11.8
8761,2025-11,Melbourne,Oceania,11.95
8762,2025-12,Melbourne,Oceania,12.24
8763,2026-01,Melbourne,Oceania,11.98
8764,2026-02,Melbourne,Oceania,12.33
8765,2026-03,Melbourne,Oceania,12.25
8766,2025-10,Melbourne,Oceania,11.8
8767,2025-11,Melbourne,Oceania,11.95
8768,2025-12,Melbourne,Oceania,12.24
8769,2026-01,Melbourne,Oceania,11.98
8770,2026-02,Melbourne,Oceania,12.33
8771,2026-03,Melbourne,Oceania,12.25
8772,2025-10,Melbourne,Oceania,11.8
8773,2025-11,Melbourne,Oceania,11.95
8774,2025-12,Melbourne,Oceania,12.24
8775,2026-01,Melbourne,Oceania,11.98
8776,2026-02,Melbourne,Oceania,12.33
8777,2026-03,Melbourne,Oceania,12.25
8778,2025-10,Melbourne,Oceania,11.8
8779,2025-11,Melbourne,Oceania,11.95
8780,2025-12,Melbourne,Oceania,12.24
8781,2026-01,Melbourne,Oceania,11.98
8782,2026-02,Melbourne,Oceania,12.33
8783,2026-03,Melbourne,Oceania,12.25
8784,2025-10,Melbourne,Oceania,11.8
8785,2025-11,Melbourne,Oceania,11.95
8786,2025-12,Melbourne,Oceania,12.24
8787,2026-01,Melbourne,Oceania,11.98
8788,2026-02,Melbourne,Oceania,12.33
8789,2026-03,Melbourne,Oceania,12.25
8790,2025-10,Melbourne,Oceania,11.8
8791,2025-11,Melbourne,Oceania,11.95
8792,2025-12,Melbourne,Oceania,12.24
8793,2026-01,Melbourne,Oceania,11.98
8794,2026-02,Melbourne,Oceania,12.33
8795,2026-03,Melbourne,Oceania,12.25
8796,2025-10,Melbourne,Oceania,11.8
8797,2025-11,Melbourne,Oceania,11.95
8798,2025-12,Melbourne,Oceania,12.24
8799,2026-01,Melbourne,Oceania,11.98
8800,2026-02,Melbourne,Oceania,12.33
8801,2026-03,Melbourne,Oceania,12.25
8802,2025-10,Melbourne,Oceania,11.8
8803,2025-11,Melbourne,Oceania,11.95
8804,2025-12,Melbourne,Oceania,12.24
8805,2026-01,Melbourne,Oceania,11.98
8806,2026-02,Melbourne,Oceania,12.33
8807,2026-03,Melbourne,Oceania,12.25
8808,2025-10,Melbourne,Oceania,11.8
8809,2025-11,Melbourne,Oceania,11.95
8810,2025-12,Melbourne,Oceania,12.24
8811,2026-01,Melbourne,Oceania,11.98
8812,2026-02,Melbourne,Oceania,12.33
8813,2026-03,Melbourne,Oceania,12.25
8814,2025-10,Melbourne,Oceania,11.8
8815,2025-11,Melbourne,Oceania,11.95
8816,2025-12,Melbourne,Oceania,12.24
8817,2026-01,Melbourne,Oceania,11.98
8818,2026-02,Melbourne,Oceania,12.33
8819,2026-03,Melbourne,Oceania,12.25
8820,2025-10,Brisbane,Oceania,12.12
8821,2025-11,Brisbane,Oceania,12.31
8822,2025-12,Brisbane,Oceania,12.61
8823,2026-01,Brisbane,Oceania,12.49
8824,2026-02,Brisbane,Oceania,12.59
8825,2026-03,Brisbane,Oceania,12.62
8826,2025-10,Brisbane,Oceania,12.12
8827,2025-11,Brisbane,Oceania,12.31
8828,2025-12,Brisbane,Oceania,12.61
8829,2026-01,Brisbane,Oceania,12.49
8830,2026-02,Brisbane,Oceania,12.59
8831,2026-03,Brisbane,Oceania,12.62
8832,2025-10,Brisbane,Oceania,12.12
8833,2025-11,Brisbane,Oceania,12.31
8834,2025-12,Brisbane,Oceania,12.61
8835,2026-01,Brisbane,Oceania,12.49
8836,2026-02,Brisbane,Oceania,12.59
8837,2026-03,Brisbane,Oceania,12.62
8838,2025-10,Brisbane,Oceania,12.12
8839,2025-11,Brisbane,Oceania,12.31
8840,2025-12,Brisbane,Oceania,12.61
8841,2026-01,Brisbane,Oceania,12.49
8842,2026-02,Brisbane,Oceania,12.59
8843,2026-03,Brisbane,Oceania,12.62
8844,2025-10,Brisbane,Oceania,12.12
8845,2025-11,Brisbane,Oceania,12.31
8846,2025-12,Brisbane,Oceania,12.61
8847,2026-01,Brisbane,Oceania,12.49
8848,2026-02,Brisbane,Oceania,12.59
8849,2026-03,Brisbane,Oceania,12.62
8850,2025-10,Brisbane,Oceania,12.12
8851,2025-11,Brisbane,Oceania,12.31
8852,2025-12,Brisbane,Oceania,12.61
8853,2026-01,Brisbane,Oceania,12.49
8854,2026-02,Brisbane,Oceania,12.59
8855,2026-03,Brisbane,Oceania,12.62
8856,2025-10,Brisbane,Oceania,12.12
8857,2025-11,Brisbane,Oceania,12.31
8858,2025-12,Brisbane,Oceania,12.61
8859,2026-01,Brisbane,Oceania,12.49
8860,2026-02,Brisbane,Oceania,12.59
8861,2026-03,Brisbane,Oceania,12.62
8862,2025-10,Brisbane,Oceania,12.12
8863,2025-11,Brisbane,Oceania,12.31
8864,2025-12,Brisbane,Oceania,12.61
8865,2026-01,Brisbane,Oceania,12.49
8866,2026-02,Brisbane,Oceania,12.59
8867,2026-03,Brisbane,Oceania,12.62
8868,2025-10,Brisbane,Oceania,12.12
8869,2025-11,Brisbane,Oceania,12.31
8870,2025-12,Brisbane,Oceania,12.61
8871,2026-01,Brisbane,Oceania,12.49
8872,2026-02,Brisbane,Oceania,12.59
8873,2026-03,Brisbane,Oceania,12.62
8874,2025-10,Brisbane,Oceania,12.12
8875,2025-11,Brisbane,Oceania,12.31
8876,2025-12,Brisbane,Oceania,12.61
8877,2026-01,Brisbane,Oceania,12.49
8878,2026-02,Brisbane,Oceania,12.59
8879,2026-03,Brisbane,Oceania,12.62
8880,2025-10,Brisbane,Oceania,12.12
8881,2025-11,Brisbane,Oceania,12.31
8882,2025-12,Brisbane,Oceania,12.61
8883,2026-01,Brisbane,Oceania,12.49
8884,2026-02,Brisbane,Oceania,12.59
8885,2026-03,Brisbane,Oceania,12.62
8886,2025-10,Brisbane,Oceania,12.12
8887,2025-11,Brisbane,Oceania,12.31
8888,2025-12,Brisbane,Oceania,12.61
8889,2026-01,Brisbane,Oceania,12.49
8890,2026-02,Brisbane,Oceania,12.59
8891,2026-03,Brisbane,Oceania,12.62
8892,2025-10,Brisbane,Oceania,12.12
8893,2025-11,Brisbane,Oceania,12.31
8894,2025-12,Brisbane,Oceania,12.61
8895,2026-01,Brisbane,Oceania,12.49
8896,2026-02,Brisbane,Oceania,12.59
8897,2026-03,Brisbane,Oceania,12.62
8898,2025-10,Brisbane,Oceania,12.12
8899,2025-11,Brisbane,Oceania,12.31
8900,2025-12,Brisbane,Oceania,12.61
8901,2026-01,Brisbane,Oceania,12.49
8902,2026-02,Brisbane,Oceania,12.59
8903,2026-03,Brisbane,Oceania,12.62
8904,2025-10,Auckland,Oceania,13.32
8905,2025-11,Auckland,Oceania,14.0
8906,2025-12,Auckland,Oceania,14.11
8907,2026-01,Auckland,Oceania,14.01
8908,2026-02,Auckland,Oceania,14.26
8909,2026-03,Auckland,Oceania,14.05
8910,2025-10,Auckland,Oceania,13.32
8911,2025-11,Auckland,Oceania,14.0
8912,2025-12,Auckland,Oceania,14.11
8913,2026-01,Auckland,Oceania,14.01
8914,2026-02,Auckland,Oceania,14.26
8915,2026-03,Auckland,Oceania,14.05
8916,2025-10,Auckland,Oceania,13.32
8917,2025-11,Auckland,Oceania,14.0
8918,2025-12,Auckland,Oceania,14.11
8919,2026-01,Auckland,Oceania,14.01
8920,2026-02,Auckland,Oceania,14.26
8921,2026-03,Auckland,Oceania,14.05
8922,2025-10,Auckland,Oceania,13.32
8923,2025-11,Auckland,Oceania,14.0
8924,2025-12,Auckland,Oceania,14.11
8925,2026-01,Auckland,Oceania,14.01
8926,2026-02,Auckland,Oceania,14.26
8927,2026-03,Auckland,Oceania,14.05
8928,2025-10,Auckland,Oceania,13.32
8929,2025-11,Auckland,Oceania,14.0
8930,2025-12,Auckland,Oceania,14.11
8931,2026-01,Auckland,Oceania,14.01
8932,2026-02,Auckland,Oceania,14.26
8933,2026-03,Auckland,Oceania,14.05
8934,2025-10,Auckland,Oceania,13.32
8935,2025-11,Auckland,Oceania,14.0
8936,2025-12,Auckland,Oceania,14.11
8937,2026-01,Auckland,Oceania,14.01
8938,2026-02,Auckland,Oceania,14.26
8939,2026-03,Auckland,Oceania,14.05
8940,2025-10,Auckland,Oceania,13.32
8941,2025-11,Auckland,Oceania,14.0
8942,2025-12,Auckland,Oceania,14.11
8943,2026-01,Auckland,Oceania,14.01
8944,2026-02,Auckland,Oceania,14.26
8945,2026-03,Auckland,Oceania,14.05
8946,2025-10,Auckland,Oceania,13.32
8947,2025-11,Auckland,Oceania,14.0
8948,2025-12,Auckland,Oceania,14.11
8949,2026-01,Auckland,Oceania,14.01
8950,2026-02,Auckland,Oceania,14.26
8951,2026-03,Auckland,Oceania,14.05
8952,2025-10,Auckland,Oceania,13.32
8953,2025-11,Auckland,Oceania,14.0
8954,2025-12,Auckland,Oceania,14.11
8955,2026-01,Auckland,Oceania,14.01
8956,2026-02,Auckland,Oceania,14.26
8957,2026-03,Auckland,Oceania,14.05
8958,2025-10,Auckland,Oceania,13.32
8959,2025-11,Auckland,Oceania,14.0
8960,2025-12,Auckland,Oceania,14.11
8961,2026-01,Auckland,Oceania,14.01
8962,2026-02,Auckland,Oceania,14.26
8963,2026-03,Auckland,Oceania,14.05
8964,2025-10,Auckland,Oceania,13.32
8965,2025-11,Auckland,Oceania,14.0
8966,2025-12,Auckland,Oceania,14.11
8967,2026-01,Auckland,Oceania,14.01
8968,2026-02,Auckland,Oceania,14.26
8969,2026-03,Auckland,Oceania,14.05
8970,2025-10,Auckland,Oceania,13.32
8971,2025-11,Auckland,Oceania,14.0
8972,2025-12,Auckland,Oceania,14.11
8973,2026-01,Auckland,Oceania,14.01
8974,2026-02,Auckland,Oceania,14.26
8975,2026-03,Auckland,Oceania,14.05
8976,2025-10,Auckland,Oceania,13.32
8977,2025-11,Auckland,Oceania,14.0
8978,2025-12,Auckland,Oceania,14.11
8979,2026-01,Auckland,Oceania,14.01
8980,2026-02,Auckland,Oceania,14.26
8981,2026-03,Auckland,Oceania,14.05
8982,2025-10,Auckland,Oceania,13.32
8983,2025-11,Auckland,Oceania,14.0
8984,2025-12,Auckland,Oceania,14.11
8985,2026-01,Auckland,Oceania,14.01
8986,2026-02,Auckland,Oceania,14.26
8987,2026-03,Auckland,Oceania,14.05
8988,2025-10,Wellington,Oceania,13.45
8989,2025-11,Wellington,Oceania,13.31
8990,2025-12,Wellington,Oceania,13.77
8991,2026-01,Wellington,Oceania,13.18
8992,2026-02,Wellington,Oceania,13.71
8993,2026-03,Wellington,Oceania,13.66
8994,2025-10,Wellington,Oceania,13.45
8995,2025-11,Wellington,Oceania,13.31
8996,2025-12,Wellington,Oceania,13.77
8997,2026-01,Wellington,Oceania,13.18
8998,2026-02,Wellington,Oceania,13.71
8999,2026-03,Wellington,Oceania,13.66
9000,2025-10,Wellington,Oceania,13.45
9001,2025-11,Wellington,Oceania,13.31
9002,2025-12,Wellington,Oceania,13.77
9003,2026-01,Wellington,Oceania,13.18
9004,2026-02,Wellington,Oceania,13.71
9005,2026-03,Wellington,Oceania,13.66
9006,2025-10,Wellington,Oceania,13.45
9007,2025-11,Wellington,Oceania,13.31
9008,2025-12,Wellington,Oceania,13.77
9009,2026-01,Wellington,Oceania,13.18
9010,2026-02,Wellington,Oceania,13.71
9011,2026-03,Wellington,Oceania,13.66
9012,2025-10,Wellington,Oceania,13.45
9013,2025-11,Wellington,Oceania,13.31
9014,2025-12,Wellington,Oceania,13.77
9015,2026-01,Wellington,Oceania,13.18
9016,2026-02,Wellington,Oceania,13.71
9017,2026-03,Wellington,Oceania,13.66
9018,2025-10,Wellington,Oceania,13.45
9019,2025-11,Wellington,Oceania,13.31
9020,2025-12,Wellington,Oceania,13.77
9021,2026-01,Wellington,Oceania,13.18
9022,2026-02,Wellington,Oceania,13.71
9023,2026-03,Wellington,Oceania,13.66
9024,2025-10,Wellington,Oceania,13.45
9025,2025-11,Wellington,Oceania,13.31
9026,2025-12,Wellington,Oceania,13.77
9027,2026-01,Wellington,Oceania,13.18
9028,2026-02,Wellington,Oceania,13.71
9029,2026-03,Wellington,Oceania,13.66
9030,2025-10,Wellington,Oceania,13.45
9031,2025-11,Wellington,Oceania,13.31
9032,2025-12,Wellington,Oceania,13.77
9033,2026-01,Wellington,Oceania,13.18
9034,2026-02,Wellington,Oceania,13.71
9035,2026-03,Wellington,Oceania,13.66
9036,2025-10,Wellington,Oceania,13.45
9037,2025-11,Wellington,Oceania,13.31
9038,2025-12,Wellington,Oceania,13.77
9039,2026-01,Wellington,Oceania,13.18
9040,2026-02,Wellington,Oceania,13.71
9041,2026-03,Wellington,Oceania,13.66
9042,2025-10,Wellington,Oceania,13.45
9043,2025-11,Wellington,Oceania,13.31
9044,2025-12,Wellington,Oceania,13.77
9045,2026-01,Wellington,Oceania,13.18
9046,2026-02,Wellington,Oceania,13.71
9047,2026-03,Wellington,Oceania,13.66
9048,2025-10,Wellington,Oceania,13.45
9049,2025-11,Wellington,Oceania,13.31
9050,2025-12,Wellington,Oceania,13.77
9051,2026-01,Wellington,Oceania,13.18
9052,2026-02,Wellington,Oceania,13.71
9053,2026-03,Wellington,Oceania,13.66
9054,2025-10,Wellington,Oceania,13.45
9055,2025-11,Wellington,Oceania,13.31
9056,2025-12,Wellington,Oceania,13.77
9057,2026-01,Wellington,Oceania,13.18
9058,2026-02,Wellington,Oceania,13.71
9059,2026-03,Wellington,Oceania,13.66
9060,2025-10,Wellington,Oceania,13.45
9061,2025-11,Wellington,Oceania,13.31
9062,2025-12,Wellington,Oceania,13.77
9063,2026-01,Wellington,Oceania,13.18
9064,2026-02,Wellington,Oceania,13.71
9065,2026-03,Wellington,Oceania,13.66
9066,2025-10,Wellington,Oceania,13.45
9067,2025-11,Wellington,Oceania,13.31
9068,2025-12,Wellington,Oceania,13.77
9069,2026-01,Wellington,Oceania,13.18
9070,2026-02,Wellington,Oceania,13.71
9071,2026-03,Wellington,Oceania,13.66
9072,2025-10,Almaty,Asia,5.38
9073,2025-11,Almaty,Asia,5.52
9074,2025-12,Almaty,Asia,5.43
9075,2026-01,Almaty,Asia,5.48
9076,2026-02,Almaty,Asia,5.54
9077,2026-03,Almaty,Asia,5.56
9078,2025-10,Almaty,Asia,5.38
9079,2025-11,Almaty,Asia,5.52
9080,2025-12,Almaty,Asia,5.43
9081,2026-01,Almaty,Asia,5.48
9082,2026-02,Almaty,Asia,5.54
9083,2026-03,Almaty,Asia,5.56
9084,2025-10,Almaty,Asia,5.38
9085,2025-11,Almaty,Asia,5.52
9086,2025-12,Almaty,Asia,5.43
9087,2026-01,Almaty,Asia,5.48
9088,2026-02,Almaty,Asia,5.54
9089,2026-03,Almaty,Asia,5.56
9090,2025-10,Almaty,Asia,5.38
9091,2025-11,Almaty,Asia,5.52
9092,2025-12,Almaty,Asia,5.43
9093,2026-01,Almaty,Asia,5.48
9094,2026-02,Almaty,Asia,5.54
9095,2026-03,Almaty,Asia,5.56
9096,2025-10,Almaty,Asia,5.38
9097,2025-11,Almaty,Asia,5.52
9098,2025-12,Almaty,Asia,5.43
9099,2026-01,Almaty,Asia,5.48
9100,2026-02,Almaty,Asia,5.54
9101,2026-03,Almaty,Asia,5.56
9102,2025-10,Almaty,Asia,5.38
9103,2025-11,Almaty,Asia,5.52
9104,2025-12,Almaty,Asia,5.43
9105,2026-01,Almaty,Asia,5.48
9106,2026-02,Almaty,Asia,5.54
9107,2026-03,Almaty,Asia,5.56
9108,2025-10,Almaty,Asia,5.38
9109,2025-11,Almaty,Asia,5.52
9110,2025-12,Almaty,Asia,5.43
9111,2026-01,Almaty,Asia,5.48
9112,2026-02,Almaty,Asia,5.54
9113,2026-03,Almaty,Asia,5.56
9114,2025-10,Almaty,Asia,5.38
9115,2025-11,Almaty,Asia,5.52
9116,2025-12,Almaty,Asia,5.43
9117,2026-01,Almaty,Asia,5.48
9118,2026-02,Almaty,Asia,5.54
9119,2026-03,Almaty,Asia,5.56
9120,2025-10,Almaty,Asia,5.38
9121,2025-11,Almaty,Asia,5.52
9122,2025-12,Almaty,Asia,5.43
9123,2026-01,Almaty,Asia,5.48
9124,2026-02,Almaty,Asia,5.54
9125,2026-03,Almaty,Asia,5.56
9126,2025-10,Almaty,Asia,5.38
9127,2025-11,Almaty,Asia,5.52
9128,2025-12,Almaty,Asia,5.43
9129,2026-01,Almaty,Asia,5.48
9130,2026-02,Almaty,Asia,5.54
9131,2026-03,Almaty,Asia,5.56
9132,2025-10,Almaty,Asia,5.38
9133,2025-11,Almaty,Asia,5.52
9134,2025-12,Almaty,Asia,5.43
9135,2026-01,Almaty,Asia,5.48
9136,2026-02,Almaty,Asia,5.54
9137,2026-03,Almaty,Asia,5.56
9138,2025-10,Almaty,Asia,5.38
9139,2025-11,Almaty,Asia,5.52
9140,2025-12,Almaty,Asia,5.43
9141,2026-01,Almaty,Asia,5.48
9142,2026-02,Almaty,Asia,5.54
9143,2026-03,Almaty,Asia,5.56
9144,2025-10,Almaty,Asia,5.38
9145,2025-11,Almaty,Asia,5.52
9146,2025-12,Almaty,Asia,5.43
9147,2026-01,Almaty,Asia,5.48
9148,2026-02,Almaty,Asia,5.54
9149,2026-03,Almaty,Asia,5.56
9150,2025-10,Almaty,Asia,5.38
9151,2025-11,Almaty,Asia,5.52
9152,2025-12,Almaty,Asia,5.43
9153,2026-01,Almaty,Asia,5.48
9154,2026-02,Almaty,Asia,5.54
9155,2026-03,Almaty,Asia,5.56
9156,2025-10,Astana,Asia,5.2
9157,2025-11,Astana,Asia,5.22
9158,2025-12,Astana,Asia,5.3
9159,2026-01,Astana,Asia,5.36
9160,2026-02,Astana,Asia,5.33
9161,2026-03,Astana,Asia,5.4
9162,2025-10,Astana,Asia,5.2
9163,2025-11,Astana,Asia,5.22
9164,2025-12,Astana,Asia,5.3
9165,2026-01,Astana,Asia,5.36
9166,2026-02,Astana,Asia,5.33
9167,2026-03,Astana,Asia,5.4
9168,2025-10,Astana,Asia,5.2
9169,2025-11,Astana,Asia,5.22
9170,2025-12,Astana,Asia,5.3
9171,2026-01,Astana,Asia,5.36
9172,2026-02,Astana,Asia,5.33
9173,2026-03,Astana,Asia,5.4
9174,2025-10,Astana,Asia,5.2
9175,2025-11,Astana,Asia,5.22
9176,2025-12,Astana,Asia,5.3
9177,2026-01,Astana,Asia,5.36
9178,2026-02,Astana,Asia,5.33
9179,2026-03,Astana,Asia,5.4
9180,2025-10,Astana,Asia,5.2
9181,2025-11,Astana,Asia,5.22
9182,2025-12,Astana,Asia,5.3
9183,2026-01,Astana,Asia,5.36
9184,2026-02,Astana,Asia,5.33
9185,2026-03,Astana,Asia,5.4
9186,2025-10,Astana,Asia,5.2
9187,2025-11,Astana,Asia,5.22
9188,2025-12,Astana,Asia,5.3
9189,2026-01,Astana,Asia,5.36
9190,2026-02,Astana,Asia,5.33
9191,2026-03,Astana,Asia,5.4
9192,2025-10,Astana,Asia,5.2
9193,2025-11,Astana,Asia,5.22
9194,2025-12,Astana,Asia,5.3
9195,2026-01,Astana,Asia,5.36
9196,2026-02,Astana,Asia,5.33
9197,2026-03,Astana,Asia,5.4
9198,2025-10,Astana,Asia,5.2
9199,2025-11,Astana,Asia,5.22
9200,2025-12,Astana,Asia,5.3
9201,2026-01,Astana,Asia,5.36
9202,2026-02,Astana,Asia,5.33
9203,2026-03,Astana,Asia,5.4
9204,2025-10,Astana,Asia,5.2
9205,2025-11,Astana,Asia,5.22
9206,2025-12,Astana,Asia,5.3
9207,2026-01,Astana,Asia,5.36
9208,2026-02,Astana,Asia,5.33
9209,2026-03,Astana,Asia,5.4
9210,2025-10,Astana,Asia,5.2
9211,2025-11,Astana,Asia,5.22
9212,2025-12,Astana,Asia,5.3
9213,2026-01,Astana,Asia,5.36
9214,2026-02,Astana,Asia,5.33
9215,2026-03,Astana,Asia,5.4
9216,2025-10,Astana,Asia,5.2
9217,2025-11,Astana,Asia,5.22
9218,2025-12,Astana,Asia,5.3
9219,2026-01,Astana,Asia,5.36
9220,2026-02,Astana,Asia,5.33
9221,2026-03,Astana,Asia,5.4
9222,2025-10,Astana,Asia,5.2
9223,2025-11,Astana,Asia,5.22
9224,2025-12,Astana,Asia,5.3
9225,2026-01,Astana,Asia,5.36
9226,2026-02,Astana,Asia,5.33
9227,2026-03,Astana,Asia,5.4
9228,2025-10,Astana,Asia,5.2
9229,2025-11,Astana,Asia,5.22
9230,2025-12,Astana,Asia,5.3
9231,2026-01,Astana,Asia,5.36
9232,2026-02,Astana,Asia,5.33
9233,2026-03,Astana,Asia,5.4
9234,2025-10,Astana,Asia,5.2
9235,2025-11,Astana,Asia,5.22
9236,2025-12,Astana,Asia,5.3
9237,2026-01,Astana,Asia,5.36
9238,2026-02,Astana,Asia,5.33
9239,2026-03,Astana,Asia,5.4
9240,2025-10,San Francisco,North America,16.02
9241,2025-11,San Francisco,North America,15.63
9242,2025-12,San Francisco,North America,16.29
9243,2026-01,San Francisco,North America,16.07
9244,2026-02,San Francisco,North America,16.47
9245,2026-03,San Francisco,North America,16.24
9246,2025-10,San Francisco,North America,16.02
9247,2025-11,San Francisco,North America,15.63
9248,2025-12,San Francisco,North America,16.29
9249,2026-01,San Francisco,North America,16.07
9250,2026-02,San Francisco,North America,16.47
9251,2026-03,San Francisco,North America,16.24
9252,2025-10,San Francisco,North America,16.02
9253,2025-11,San Francisco,North America,15.63
9254,2025-12,San Francisco,North America,16.29
9255,2026-01,San Francisco,North America,16.07
9256,2026-02,San Francisco,North America,16.47
9257,2026-03,San Francisco,North America,16.24
9258,2025-10,San Francisco,North America,16.02
9259,2025-11,San Francisco,North America,15.63
9260,2025-12,San Francisco,North America,16.29
9261,2026-01,San Francisco,North America,16.07
9262,2026-02,San Francisco,North America,16.47
9263,2026-03,San Francisco,North America,16.24
9264,2025-10,San Francisco,North America,16.02
9265,2025-11,San Francisco,North America,15.63
9266,2025-12,San Francisco,North America,16.29
9267,2026-01,San Francisco,North America,16.07
9268,2026-02,San Francisco,North America,16.47
9269,2026-03,San Francisco,North America,16.24
9270,2025-10,San Francisco,North America,16.02
9271,2025-11,San Francisco,North America,15.63
9272,2025-12,San Francisco,North America,16.29
9273,2026-01,San Francisco,North America,16.07
9274,2026-02,San Francisco,North America,16.47
9275,2026-03,San Francisco,North America,16.24
9276,2025-10,San Francisco,North America,16.02
9277,2025-11,San Francisco,North America,15.63
9278,2025-12,San Francisco,North America,16.29
9279,2026-01,San Francisco,North America,16.07
9280,2026-02,San Francisco,North America,16.47
9281,2026-03,San Francisco,North America,16.24
9282,2025-10,San Francisco,North America,16.02
9283,2025-11,San Francisco,North America,15.63
9284,2025-12,San Francisco,North America,16.29
9285,2026-01,San Francisco,North America,16.07
9286,2026-02,San Francisco,North America,16.47
9287,2026-03,San Francisco,North America,16.24
9288,2025-10,San Francisco,North America,16.02
9289,2025-11,San Francisco,North America,15.63
9290,2025-12,San Francisco,North America,16.29
9291,2026-01,San Francisco,North America,16.07
9292,2026-02,San Francisco,North America,16.47
9293,2026-03,San Francisco,North America,16.24
9294,2025-10,San Francisco,North America,16.02
9295,2025-11,San Francisco,North America,15.63
9296,2025-12,San Francisco,North America,16.29
9297,2026-01,San Francisco,North America,16.07
9298,2026-02,San Francisco,North America,16.47
9299,2026-03,San Francisco,North America,16.24
9300,2025-10,San Francisco,North America,16.02
9301,2025-11,San Francisco,North America,15.63
9302,2025-12,San Francisco,North America,16.29
9303,2026-01,San Francisco,North America,16.07
9304,2026-02,San Francisco,North America,16.47
9305,2026-03,San Francisco,North America,16.24
9306,2025-10,San Francisco,North America,16.02
9307,2025-11,San Francisco,North America,15.63
9308,2025-12,San Francisco,North America,16.29
9309,2026-01,San Francisco,North America,16.07
9310,2026-02,San Francisco,North America,16.47
9311,2026-03,San Francisco,North America,16.24
9312,2025-10,San Francisco,North America,16.02
9313,2025-11,San Francisco,North America,15.63
9314,2025-12,San Francisco,North America,16.29
9315,2026-01,San Francisco,North America,16.07
9316,2026-02,San Francisco,North America,16.47
9317,2026-03,San Francisco,North America,16.24
